level,year,name,value,adj_factor,adj_value
counties,2017,Fairfield County,89773,1,89773
counties,2017,Hartford County,69936,1,69936
counties,2017,Litchfield County,76438,1,76438
counties,2017,Middlesex County,81673,1,81673
counties,2017,New Haven County,64872,1,64872
counties,2017,New London County,69411,1,69411
counties,2017,Tolland County,81312,1,81312
counties,2017,Windham County,62553,1,62553
towns,2017,Bethel,97289,1,97289
towns,2017,Bridgeport,44841,1,44841
towns,2017,Brookfield,113009,1,113009
towns,2017,Danbury,68068,1,68068
towns,2017,Darien,208848,1,208848
towns,2017,Easton,136786,1,136786
towns,2017,Fairfield,127746,1,127746
towns,2017,Greenwich,138180,1,138180
towns,2017,Monroe,109631,1,109631
towns,2017,New Canaan,174677,1,174677
towns,2017,New Fairfield,104402,1,104402
towns,2017,Newtown,115137,1,115137
towns,2017,Norwalk,81546,1,81546
towns,2017,Redding,129763,1,129763
towns,2017,Ridgefield,151399,1,151399
towns,2017,Shelton,89250,1,89250
towns,2017,Sherman,113636,1,113636
towns,2017,Stamford,84893,1,84893
towns,2017,Stratford,72757,1,72757
towns,2017,Trumbull,115346,1,115346
towns,2017,Weston,219868,1,219868
towns,2017,Westport,181360,1,181360
towns,2017,Wilton,180313,1,180313
towns,2017,Avon,125536,1,125536
towns,2017,Berlin,93328,1,93328
towns,2017,Bloomfield,73593,1,73593
towns,2017,Bristol,64586,1,64586
towns,2017,Burlington,121635,1,121635
towns,2017,Canton,90594,1,90594
towns,2017,East Granby,93385,1,93385
towns,2017,East Hartford,52049,1,52049
towns,2017,East Windsor,75056,1,75056
towns,2017,Enfield,73494,1,73494
towns,2017,Farmington,94785,1,94785
towns,2017,Glastonbury,111645,1,111645
towns,2017,Granby,111220,1,111220
towns,2017,Hartford,33841,1,33841
towns,2017,Hartland,94569,1,94569
towns,2017,Manchester,67325,1,67325
towns,2017,Marlborough,110250,1,110250
towns,2017,New Britain,43611,1,43611
towns,2017,Newington,79181,1,79181
towns,2017,Plainville,62459,1,62459
towns,2017,Rocky Hill,79421,1,79421
towns,2017,Simsbury,116444,1,116444
towns,2017,Southington,90796,1,90796
towns,2017,South Windsor,105986,1,105986
towns,2017,Suffield,105777,1,105777
towns,2017,West Hartford,95298,1,95298
towns,2017,Wethersfield,81452,1,81452
towns,2017,Windsor,89565,1,89565
towns,2017,Windsor Locks,67072,1,67072
towns,2017,Barkhamsted,111198,1,111198
towns,2017,Bethlehem,91712,1,91712
towns,2017,Bridgewater,102250,1,102250
towns,2017,Canaan,77417,1,77417
towns,2017,Colebrook,84583,1,84583
towns,2017,Cornwall,76563,1,76563
towns,2017,Goshen,96026,1,96026
towns,2017,Harwinton,104205,1,104205
towns,2017,Kent,64464,1,64464
towns,2017,Litchfield,78375,1,78375
towns,2017,Morris,89107,1,89107
towns,2017,New Hartford,96291,1,96291
towns,2017,New Milford,83676,1,83676
towns,2017,Norfolk,74844,1,74844
towns,2017,North Canaan,72411,1,72411
towns,2017,Plymouth,73430,1,73430
towns,2017,Roxbury,119167,1,119167
towns,2017,Salisbury,83217,1,83217
towns,2017,Sharon,81442,1,81442
towns,2017,Thomaston,67639,1,67639
towns,2017,Torrington,61313,1,61313
towns,2017,Warren,98750,1,98750
towns,2017,Washington,93975,1,93975
towns,2017,Watertown,77946,1,77946
towns,2017,Winchester,57468,1,57468
towns,2017,Woodbury,82923,1,82923
towns,2017,Chester,86675,1,86675
towns,2017,Clinton,76509,1,76509
towns,2017,Cromwell,85856,1,85856
towns,2017,Deep River,69028,1,69028
towns,2017,Durham,116232,1,116232
towns,2017,East Haddam,78177,1,78177
towns,2017,East Hampton,99104,1,99104
towns,2017,Essex,87857,1,87857
towns,2017,Haddam,105920,1,105920
towns,2017,Killingworth,113413,1,113413
towns,2017,Middlefield,103844,1,103844
towns,2017,Middletown,63914,1,63914
towns,2017,Old Saybrook,74185,1,74185
towns,2017,Portland,88433,1,88433
towns,2017,Westbrook,95583,1,95583
towns,2017,Ansonia,45563,1,45563
towns,2017,Beacon Falls,88355,1,88355
towns,2017,Bethany,109844,1,109844
towns,2017,Branford,75366,1,75366
towns,2017,Cheshire,107579,1,107579
towns,2017,Derby,57432,1,57432
towns,2017,East Haven,63051,1,63051
towns,2017,Guilford,107587,1,107587
towns,2017,Hamden,74281,1,74281
towns,2017,Madison,108167,1,108167
towns,2017,Meriden,57350,1,57350
towns,2017,Middlebury,105036,1,105036
towns,2017,Milford,86382,1,86382
towns,2017,Naugatuck,63452,1,63452
towns,2017,New Haven,39191,1,39191
towns,2017,North Branford,83637,1,83637
towns,2017,North Haven,96273,1,96273
towns,2017,Orange,109538,1,109538
towns,2017,Oxford,104316,1,104316
towns,2017,Prospect,102617,1,102617
towns,2017,Seymour,75550,1,75550
towns,2017,Southbury,90324,1,90324
towns,2017,Wallingford,77128,1,77128
towns,2017,Waterbury,40879,1,40879
towns,2017,West Haven,55299,1,55299
towns,2017,Wolcott,87045,1,87045
towns,2017,Woodbridge,138320,1,138320
towns,2017,Bozrah,82500,1,82500
towns,2017,Colchester,101031,1,101031
towns,2017,East Lyme,83590,1,83590
towns,2017,Franklin,92279,1,92279
towns,2017,Griswold,60521,1,60521
towns,2017,Groton,63895,1,63895
towns,2017,Lebanon,93531,1,93531
towns,2017,Ledyard,88163,1,88163
towns,2017,Lisbon,85296,1,85296
towns,2017,Lyme,84922,1,84922
towns,2017,Montville,72639,1,72639
towns,2017,New London,37331,1,37331
towns,2017,North Stonington,84833,1,84833
towns,2017,Norwich,53682,1,53682
towns,2017,Old Lyme,95175,1,95175
towns,2017,Preston,74083,1,74083
towns,2017,Salem,106719,1,106719
towns,2017,Sprague,62178,1,62178
towns,2017,Stonington,78875,1,78875
towns,2017,Voluntown,81400,1,81400
towns,2017,Waterford,79175,1,79175
towns,2017,Andover,100507,1,100507
towns,2017,Bolton,101667,1,101667
towns,2017,Columbia,100179,1,100179
towns,2017,Coventry,88562,1,88562
towns,2017,Ellington,82507,1,82507
towns,2017,Hebron,104519,1,104519
towns,2017,Mansfield,58819,1,58819
towns,2017,Somers,101897,1,101897
towns,2017,Stafford,68813,1,68813
towns,2017,Tolland,112740,1,112740
towns,2017,Union,93750,1,93750
towns,2017,Vernon,60648,1,60648
towns,2017,Willington,75885,1,75885
towns,2017,Ashford,68846,1,68846
towns,2017,Brooklyn,75000,1,75000
towns,2017,Canterbury,89213,1,89213
towns,2017,Chaplin,76932,1,76932
towns,2017,Eastford,84375,1,84375
towns,2017,Hampton,74265,1,74265
towns,2017,Killingly,54868,1,54868
towns,2017,Plainfield,67409,1,67409
towns,2017,Pomfret,84457,1,84457
towns,2017,Putnam,58416,1,58416
towns,2017,Scotland,85714,1,85714
towns,2017,Sterling,75574,1,75574
towns,2017,Thompson,77267,1,77267
towns,2017,Windham,41293,1,41293
towns,2017,Woodstock,81441,1,81441
regions,1990,6 wealthiest Fairfield County,85985,NA,156850
regions,1990,Eastern cities,30060,NA,54835
regions,1990,Greater Bridgeport,41415,NA,75547
regions,1990,Greater Hartford,42052,NA,76709
regions,1990,Greater New Haven,39460,NA,71981
regions,1990,Greater Waterbury,41316,NA,75367
regions,1990,Hartford Inner Ring,43979,NA,80224
regions,1990,Hartford Outer Ring,52499,NA,95767
regions,1990,Litchfield County,43323,NA,79027
regions,1990,Lower Naugatuck Valley,42320,NA,77199
regions,1990,Middlesex County,43865,NA,80017
regions,1990,New Haven Inner Ring,38431,NA,70104
regions,1990,New Haven Outer Ring,50664,NA,92419
regions,1990,New London County,37780,NA,68916
regions,1990,Other New Haven County cities,38806,NA,70789
regions,1990,Tolland County,45129,NA,82322
regions,1990,Windham County,34038,NA,62091
regions,2000,6 wealthiest Fairfield County,130634,NA,186472
regions,2000,Eastern cities,39569,NA,56483
regions,2000,Greater Bridgeport,56691,NA,80923
regions,2000,Greater Hartford,53610,NA,76525
regions,2000,Greater New Haven,51498,NA,73510
regions,2000,Greater Waterbury,53683,NA,76629
regions,2000,Hartford Inner Ring,53648,NA,76580
regions,2000,Hartford Outer Ring,69336,NA,98973
regions,2000,Litchfield County,56402,NA,80511
regions,2000,Lower Naugatuck Valley,56041,NA,79996
regions,2000,Middlesex County,59412,NA,84807
regions,2000,New Haven Inner Ring,47606,NA,67955
regions,2000,New Haven Outer Ring,68912,NA,98367
regions,2000,New London County,51306,NA,73236
regions,2000,Other New Haven County cities,49163,NA,70177
regions,2000,Tolland County,59080,NA,84333
regions,2000,Windham County,45018,NA,64260
regions,2010,6 wealthiest Fairfield County,161058,NA,181467
regions,2010,Eastern cities,49814,NA,56126
regions,2010,Greater Bridgeport,70726,NA,79688
regions,2010,Greater Hartford,67723,NA,76304
regions,2010,Greater New Haven,65459,NA,73754
regions,2010,Greater Waterbury,67227,NA,75745
regions,2010,Hartford Inner Ring,67255,NA,75777
regions,2010,Hartford Outer Ring,88821,NA,100076
regions,2010,Litchfield County,70338,NA,79251
regions,2010,Lower Naugatuck Valley,70585,NA,79529
regions,2010,Middlesex County,74987,NA,84489
regions,2010,New Haven Inner Ring,59722,NA,67290
regions,2010,New Haven Outer Ring,87373,NA,98444
regions,2010,New London County,66841,NA,75310
regions,2010,Other New Haven County cities,61271,NA,69035
regions,2010,Tolland County,78017,NA,87903
regions,2010,Windham County,58022,NA,65374
regions,2017,6 wealthiest Fairfield County,181155,NA,181155
regions,2017,Eastern cities,51277,NA,51277
regions,2017,Greater Bridgeport,78709,NA,78709
regions,2017,Greater Hartford,75531,NA,75531
regions,2017,Greater New Haven,69812,NA,69812
regions,2017,Greater Waterbury,72247,NA,72247
regions,2017,Hartford Inner Ring,74833,NA,74833
regions,2017,Hartford Outer Ring,98077,NA,98077
regions,2017,Litchfield County,77371,NA,77371
regions,2017,Lower Naugatuck Valley,74358,NA,74358
regions,2017,Middlesex County,82446,NA,82446
regions,2017,New Haven Inner Ring,65044,NA,65044
regions,2017,New Haven Outer Ring,94251,NA,94251
regions,2017,New London County,70980,NA,70980
regions,2017,Other New Haven County cities,65537,NA,65537
regions,2017,Tolland County,81135,NA,81135
regions,2017,Windham County,64467,NA,64467
